"Платформа: идентификатор локальный","Платформа: название","Широта точки (град., дес.доли град)","Долгота точки (град., дес.доли град)","Дата и время","Уровень воды над нулем поста","Уровень воды: аномалия","Уровень воды: среднее","Температура воды","Температура воздуха","Лед (припай): толщина","Осадки: количество  (код)","Осадки: длительность выпадения  (код)","Снег: высота","Дата","Организация: вид деятельности","Платформа: тип","Организация: идентификатор локальный","Организация: название","Геообъект: код","Геообъект: название","Geometry (точка, поверхность, сетка)","Единица данных::номер"
"82050","КРАСНАЯ ПОЛЯНА (ГП ПРИ КРАСНАЯ ПОЛЯНА СФМ)","43.68","40.2","2023-02-25 08:00:00","264.0","-1.0","266.0","1.7","-1.0","","0","0","","2023-02-25 06:00:00.0","","","","","","","","1"
"82050","КРАСНАЯ ПОЛЯНА (ГП ПРИ КРАСНАЯ ПОЛЯНА СФМ)","43.68","40.2","2023-02-24 08:00:00","265.0","-2.0","267.0","1.5","-1.0","","992","2","","2023-02-24 06:00:00.0","","","","","","","","2"
"82050","КРАСНАЯ ПОЛЯНА (ГП ПРИ КРАСНАЯ ПОЛЯНА СФМ)","43.68","40.2","2023-02-22 08:00:00","267.0","2.0","266.0","2.1","1.0","","42","4","","2023-02-22 06:00:00.0","","","","","","","","3"
"82050","КРАСНАЯ ПОЛЯНА (ГП ПРИ КРАСНАЯ ПОЛЯНА СФМ)","43.68","40.2","2023-02-23 08:00:00","267.0","0.0","267.0","2.8","1.0","","9","2","","2023-02-23 06:00:00.0","","","","","","","","4"
"82050","КРАСНАЯ ПОЛЯНА (ГП ПРИ КРАСНАЯ ПОЛЯНА СФМ)","43.68","40.2","2023-02-21 08:00:00","265.0","1.0","265.0","2.0","1.0","","43","4","","2023-02-21 06:00:00.0","","","","","","","","5"
"82050","КРАСНАЯ ПОЛЯНА (ГП ПРИ КРАСНАЯ ПОЛЯНА СФМ)","43.68","40.2","2023-02-20 08:00:00","264.0","1.0","264.0","2.2","2.0","","38","4","","2023-02-20 06:00:00.0","","","","","","","","6"
"82050","КРАСНАЯ ПОЛЯНА (ГП ПРИ КРАСНАЯ ПОЛЯНА СФМ)","43.68","40.2","2023-02-19 08:00:00","263.0","1.0","263.0","0.9","0.0","","26","4","","2023-02-19 06:00:00.0","","","","","","","","7"
"82033","ДАГОМЫС","43.66","39.68","2023-02-25 08:00:00","280.0","-4.0","282.0","","","","","","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100064","P.ЗAПAДHЫЙ ДAГOMЫC","","8"
"82033","ДАГОМЫС","43.66","39.68","2023-02-24 08:00:00","284.0","-10.0","288.0","","","","","","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100064","P.ЗAПAДHЫЙ ДAГOMЫC","","9"
"82033","ДАГОМЫС","43.66","39.68","2023-02-22 08:00:00","314.0","11.0","305.0","","","","","","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100064","P.ЗAПAДHЫЙ ДAГOMЫC","","10"
"82033","ДАГОМЫС","43.66","39.68","2023-02-23 08:00:00","294.0","-20.0","306.0","","","","","","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100064","P.ЗAПAДHЫЙ ДAГOMЫC","","11"
"82033","ДАГОМЫС","43.66","39.68","2023-02-21 08:00:00","303.0","-10.0","382.0","","","","","","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100064","P.ЗAПAДHЫЙ ДAГOMЫC","","12"
"82033","ДАГОМЫС","43.66","39.68","2023-02-20 08:00:00","313.0","-27.0","333.0","","","","","","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100064","P.ЗAПAДHЫЙ ДAГOMЫC","","13"
"82033","ДАГОМЫС","43.66","39.68","2023-02-19 08:00:00","340.0","65.0","281.0","","","","","","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100064","P.ЗAПAДHЫЙ ДAГOMЫC","","14"
"82034","ПЛАСТУНКА","43.7","39.76","2023-02-25 08:00:00","342.0","-5.0","345.0","","","","","","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100067","P.COЧИ","","15"
"82034","ПЛАСТУНКА","43.7","39.76","2023-02-24 08:00:00","347.0","-11.0","352.0","","","","","","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100067","P.COЧИ","","16"
"82034","ПЛАСТУНКА","43.7","39.76","2023-02-22 08:00:00","372.0","-6.0","366.0","","","","","","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100067","P.COЧИ","","17"
"82034","ПЛАСТУНКА","43.7","39.76","2023-02-23 08:00:00","358.0","-14.0","372.0","","","","","","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100067","P.COЧИ","","18"
"82034","ПЛАСТУНКА","43.7","39.76","2023-02-21 08:00:00","378.0","7.0","429.0","","","","","","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100067","P.COЧИ","","19"
"82034","ПЛАСТУНКА","43.7","39.76","2023-02-20 08:00:00","371.0","-7.0","382.0","","","","","","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100067","P.COЧИ","","20"
"82034","ПЛАСТУНКА","43.7","39.76","2023-02-19 08:00:00","378.0","57.0","326.0","","","","","","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100067","P.COЧИ","","21"
"83323","АЗИАТСКИЙ МОСТ","43.95","40.96","2023-02-24 08:00:00","176.0","-1.0","177.0","0.0","-11.0","","0","0","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100338","P.БOЛЬШAЯ ЛAБA","","22"
"83323","АЗИАТСКИЙ МОСТ","43.95","40.96","2023-02-25 08:00:00","176.0","0.0","176.0","0.6","-4.0","","0","0","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100338","P.БOЛЬШAЯ ЛAБA","","23"
"83323","АЗИАТСКИЙ МОСТ","43.95","40.96","2023-02-22 08:00:00","179.0","0.0","180.0","1.2","3.0","","0","0","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100338","P.БOЛЬШAЯ ЛAБA","","24"
"83323","АЗИАТСКИЙ МОСТ","43.95","40.96","2023-02-23 08:00:00","177.0","-2.0","179.0","0.8","-1.0","","0","0","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100338","P.БOЛЬШAЯ ЛAБA","","25"
"83323","АЗИАТСКИЙ МОСТ","43.95","40.96","2023-02-21 08:00:00","179.0","4.0","176.0","1.0","-3.0","","2","3","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100338","P.БOЛЬШAЯ ЛAБA","","26"
"83323","АЗИАТСКИЙ МОСТ","43.95","40.96","2023-02-20 08:00:00","175.0","-1.0","176.0","1.2","5.0","","0","0","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100338","P.БOЛЬШAЯ ЛAБA","","27"
"83323","АЗИАТСКИЙ МОСТ","43.95","40.96","2023-02-19 08:00:00","176.0","1.0","175.0","1.0","5.0","","0","0","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100338","P.БOЛЬШAЯ ЛAБA","","28"
"84042","ПЕРВОМАЙСКОЕ","43.93","42.46","2023-02-24 08:00:00","108.0","3.0","106.0","0.0","-16.0","","1","3","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108200175","P.ПOДKУMOK","","29"
"84042","ПЕРВОМАЙСКОЕ","43.93","42.46","2023-02-25 08:00:00","104.0","-4.0","105.0","0.0","-3.0","","0","0","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108200175","P.ПOДKУMOK","","30"
"84042","ПЕРВОМАЙСКОЕ","43.93","42.46","2023-02-22 08:00:00","101.0","-4.0","102.0","1.0","0.0","","0","0","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108200175","P.ПOДKУMOK","","31"
"84042","ПЕРВОМАЙСКОЕ","43.93","42.46","2023-02-23 08:00:00","105.0","4.0","103.0","0.0","-4.0","","0","0","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108200175","P.ПOДKУMOK","","32"
"84042","ПЕРВОМАЙСКОЕ","43.93","42.46","2023-02-21 08:00:00","105.0","-1.0","103.0","0.4","-1.0","","1","3","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108200175","P.ПOДKУMOK","","33"
"84042","ПЕРВОМАЙСКОЕ","43.93","42.46","2023-02-20 08:00:00","106.0","1.0","104.0","0.8","1.0","","0","0","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108200175","P.ПOДKУMOK","","34"
"84042","ПЕРВОМАЙСКОЕ","43.93","42.46","2023-02-19 08:00:00","105.0","0.0","108.0","0.2","-1.0","","0","0","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108200175","P.ПOДKУMOK","","35"
"82023","МАМЕДОВА ЩЕЛЬ","43.95","39.3","2023-02-25 08:00:00","207.0","-2.0","208.0","","","","","","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100050","P.KУAПCE","","36"
"82023","МАМЕДОВА ЩЕЛЬ","43.95","39.3","2023-02-24 08:00:00","209.0","-2.0","211.0","","","","","","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100050","P.KУAПCE","","37"
"82023","МАМЕДОВА ЩЕЛЬ","43.95","39.3","2023-02-22 08:00:00","227.0","15.0","219.0","","","","","","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100050","P.KУAПCE","","38"
"82023","МАМЕДОВА ЩЕЛЬ","43.95","39.3","2023-02-23 08:00:00","211.0","-16.0","216.0","","","","","","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100050","P.KУAПCE","","39"
"82023","МАМЕДОВА ЩЕЛЬ","43.95","39.3","2023-02-21 08:00:00","212.0","-5.0","249.0","","","","","","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100050","P.KУAПCE","","40"
"82023","МАМЕДОВА ЩЕЛЬ","43.95","39.3","2023-02-20 08:00:00","217.0","-10.0","220.0","","","","","","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100050","P.KУAПCE","","41"
"82023","МАМЕДОВА ЩЕЛЬ","43.95","39.3","2023-02-19 08:00:00","227.0","28.0","208.0","","","","","","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100050","P.KУAПCE","","42"
"83318","БУРНОЕ","44.01","40.71","2023-02-25 08:00:00","119.0","-1.0","119.0","0.0","-3.0","","0","0","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100319","P.MAЛAЯ ЛAБA","","43"
"83318","БУРНОЕ","44.01","40.71","2023-02-24 08:00:00","120.0","1.0","119.0","0.0","-10.0","","5","4","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100319","P.MAЛAЯ ЛAБA","","44"
"83318","БУРНОЕ","44.01","40.71","2023-02-22 08:00:00","120.0","-1.0","119.0","1.5","4.0","","0","0","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100319","P.MAЛAЯ ЛAБA","","45"
"83318","БУРНОЕ","44.01","40.71","2023-02-23 08:00:00","119.0","-1.0","121.0","0.9","-3.0","","0","0","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100319","P.MAЛAЯ ЛAБA","","46"
"83318","БУРНОЕ","44.01","40.71","2023-02-21 08:00:00","121.0","1.0","122.0","0.3","-2.0","","5","4","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100319","P.MAЛAЯ ЛAБA","","47"
"83318","БУРНОЕ","44.01","40.71","2023-02-20 08:00:00","120.0","1.0","119.0","2.3","2.0","","0","0","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100319","P.MAЛAЯ ЛAБA","","48"
"83318","БУРНОЕ","44.01","40.71","2023-02-19 08:00:00","119.0","-3.0","120.0","1.5","6.0","","0","0","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100319","P.MAЛAЯ ЛAБA","","49"
"82013","ТУАПСЕ","44.1","39.1","2023-02-25 08:00:00","219.0","-15.0","227.0","4.0","5.0","","","","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100039","P.TУAПCE","","50"
"82013","ТУАПСЕ","44.1","39.1","2023-02-24 08:00:00","234.0","-23.0","251.0","4.2","-3.0","","","","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100039","P.TУAПCE","","51"
"82013","ТУАПСЕ","44.1","39.1","2023-02-22 08:00:00","345.0","38.0","347.0","5.2","6.0","","","","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100039","P.TУAПCE","","52"
"82013","ТУАПСЕ","44.1","39.1","2023-02-23 08:00:00","257.0","-88.0","305.0","4.8","5.0","","","","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100039","P.TУAПCE","","53"
"82013","ТУАПСЕ","44.1","39.1","2023-02-21 08:00:00","307.0","-40.0","377.0","6.0","6.0","","","","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100039","P.TУAПCE","","54"
"82013","ТУАПСЕ","44.1","39.1","2023-02-20 08:00:00","347.0","-40.0","357.0","6.2","8.0","","","","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100039","P.TУAПCE","","55"
"82013","ТУАПСЕ","44.1","39.1","2023-02-19 08:00:00","387.0","192.0","247.0","3.6","6.0","","","","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","109100039","P.TУAПCE","","56"
"77389","АХТУБИНСК","48.25","46.2","2023-02-24 08:00:00","371.0","-5.0","","","","","","","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","112101144","P.BOЛГA PУK.AXTУБA","","57"
"70101","ВЕЛИКИЙ УСТЮГ (ГП ПРИ ВЕЛИКИЙ УСТЮГ Г)","60.76","46.28","2023-02-19 08:00:00","91.0","-1.0","92.0","","","","","","","2023-02-20 04:00:00.0","","","","","","","","58"
"70101","ВЕЛИКИЙ УСТЮГ (ГП ПРИ ВЕЛИКИЙ УСТЮГ Г)","60.76","46.28","2023-02-20 08:00:00","91.0","0.0","91.0","","","64","","","5","2023-02-20 04:00:00.0","","","","","","","","59"
"70101","ВЕЛИКИЙ УСТЮГ (ГП ПРИ ВЕЛИКИЙ УСТЮГ Г)","60.76","46.28","2023-02-20 08:00:00","","","","","","","","","","2023-02-20 04:00:00.0","","","","","","","","60"
"70628","ДЕМЬЯНОВО","60.83","46.43","2023-02-19 08:00:00","139.0","0.0","139.0","","","","0","0","","2023-02-20 04:00:00.0","","","","","","","","61"
"70628","ДЕМЬЯНОВО","60.83","46.43","2023-02-20 08:00:00","139.0","0.0","139.0","","","54","0","0","6","2023-02-20 04:00:00.0","","","","","","","","62"
"70628","ДЕМЬЯНОВО","60.83","46.43","2023-02-20 08:00:00","","","","","","","","","","2023-02-20 04:00:00.0","","","","","","","","63"
"78109","МОРДОВО","52.08","40.75","2023-02-25 19:00:00","117.0","","","1.5","","","","","","2023-02-25 16:00:00.0","53","ГП","37","ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНОЕ УГМС","107000377","Р.БИTЮГ","","64"
"38003","ВОЛЬСК","52.05","47.4","2023-02-22 08:00:00","526.0","22.0","","","","","","","","2023-02-22 04:00:00.0","","","","","","","","65"
"38003","ВОЛЬСК","52.05","47.4","2023-02-24 08:00:00","509.0","-16.0","","","","","","","","2023-02-24 04:00:00.0","","","","","","","","66"
"38003","ВОЛЬСК","52.05","47.4","2023-02-25 08:00:00","507.0","-2.0","","","","","","","","2023-02-25 04:00:00.0","","","","","","","","67"
"38003","ВОЛЬСК","52.05","47.4","2023-02-23 08:00:00","525.0","-1.0","","","","","","","","2023-02-23 04:00:00.0","","","","","","","","68"
"38003","ВОЛЬСК","52.05","47.4","2023-02-22 08:00:00","526.0","22.0","","","","","","","","2023-02-22 05:35:00.0","","","","","","","","69"
"38003","ВОЛЬСК","52.05","47.4","2023-02-21 08:00:00","504.0","6.0","","","","","","","","2023-02-21 04:00:00.0","","","","","","","","70"
"38003","ВОЛЬСК","52.05","47.4","2023-02-21 08:00:00","504.0","6.0","","","","","","","","2023-02-21 05:40:00.0","","","","","","","","71"
"38003","ВОЛЬСК","52.05","47.4","2023-02-20 08:00:00","498.0","-2.0","","","","","","","","2023-02-20 04:00:00.0","","","","","","","","72"
"38003","ВОЛЬСК","52.05","47.4","2023-02-19 08:00:00","500.0","-18.0","","","","","","","","2023-02-19 05:10:00.0","","","","","","","","73"
"38003","ВОЛЬСК","52.05","47.4","2023-02-19 08:00:00","500.0","-18.0","","","","","","","","2023-02-19 04:00:00.0","","","","","","","","74"
"37016","БАЛАКОВО","52.06","47.75","2023-02-24 08:00:00","313.0","18.0","","","","","","","","2023-02-24 04:00:00.0","","","","","","","","75"
"37016","БАЛАКОВО","52.06","47.75","2023-02-25 08:00:00","302.0","-11.0","","","","","","","","2023-02-25 04:00:00.0","","","","","","","","76"
"37016","БАЛАКОВО","52.06","47.75","2023-02-22 08:00:00","303.0","-7.0","","","","","","","","2023-02-22 04:00:00.0","","","","","","","","77"
"37016","БАЛАКОВО","52.06","47.75","2023-02-23 08:00:00","295.0","-8.0","","","","","","","","2023-02-23 04:00:00.0","","","","","","","","78"
"37016","БАЛАКОВО","52.06","47.75","2023-02-21 08:00:00","310.0","-13.0","","","","","","","","2023-02-21 04:00:00.0","","","","","","","","79"
"37016","БАЛАКОВО","52.06","47.75","2023-02-20 08:00:00","323.0","8.0","","","","31","","","2","2023-02-20 04:00:00.0","","","","","","","","80"
"37016","БАЛАКОВО","52.06","47.75","2023-02-19 08:00:00","315.0","20.0","","","","","","","","2023-02-19 04:00:00.0","","","","","","","","81"
"83150","ДЕГТЯРЕВСКИЙ","44.55","41.93","2023-02-25 08:00:00","361.0","-2.0","362.0","0.2","-5.0","","0","0","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100109","P.KУБAHЬ","","82"
"83150","ДЕГТЯРЕВСКИЙ","44.55","41.93","2023-02-24 08:00:00","363.0","-1.0","363.0","0.6","-10.0","","993","1","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100109","P.KУБAHЬ","","83"
"83150","ДЕГТЯРЕВСКИЙ","44.55","41.93","2023-02-22 08:00:00","365.0","2.0","362.0","2.7","5.0","","3","2","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100109","P.KУБAHЬ","","84"
"83150","ДЕГТЯРЕВСКИЙ","44.55","41.93","2023-02-23 08:00:00","364.0","-1.0","365.0","2.5","-3.0","","993","1","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100109","P.KУБAHЬ","","85"
"83150","ДЕГТЯРЕВСКИЙ","44.55","41.93","2023-02-21 08:00:00","363.0","1.0","363.0","1.1","-2.0","","5","3","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100109","P.KУБAHЬ","","86"
"83150","ДЕГТЯРЕВСКИЙ","44.55","41.93","2023-02-20 08:00:00","362.0","2.0","362.0","1.2","3.0","","0","0","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100109","P.KУБAHЬ","","87"
"83150","ДЕГТЯРЕВСКИЙ","44.55","41.93","2023-02-19 08:00:00","360.0","2.0","359.0","0.6","1.0","","0","0","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100109","P.KУБAHЬ","","88"
"83333","ВОЗНЕСЕНСКАЯ","44.55","41.03","2023-02-25 08:00:00","133.0","-5.0","135.0","1.7","-4.0","","0","0","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100388","P.ЧAMЛЫK","","89"
"83333","ВОЗНЕСЕНСКАЯ","44.55","41.03","2023-02-24 08:00:00","138.0","3.0","141.0","1.2","-7.0","","1","2","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100388","P.ЧAMЛЫK","","90"
"83333","ВОЗНЕСЕНСКАЯ","44.55","41.03","2023-02-22 08:00:00","129.0","4.0","129.0","3.6","4.0","","4","2","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100388","P.ЧAMЛЫK","","91"
"83333","ВОЗНЕСЕНСКАЯ","44.55","41.03","2023-02-23 08:00:00","135.0","6.0","131.0","3.2","1.0","","5","4","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100388","P.ЧAMЛЫK","","92"
"83333","ВОЗНЕСЕНСКАЯ","44.55","41.03","2023-02-21 08:00:00","125.0","1.0","123.0","3.2","0.0","","4","3","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100388","P.ЧAMЛЫK","","93"
"83333","ВОЗНЕСЕНСКАЯ","44.55","41.03","2023-02-20 08:00:00","124.0","5.0","120.0","3.2","4.0","","0","0","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100388","P.ЧAMЛЫK","","94"
"83333","ВОЗНЕСЕНСКАЯ","44.55","41.03","2023-02-19 08:00:00","119.0","-6.0","122.0","2.7","5.0","","0","0","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100388","P.ЧAMЛЫK","","95"
"37004","ГЕЛЕНДЖИК","44.58","38.01","2023-02-22 08:00:00","364.0","-10.0","","","","","","","","2023-02-22 04:02:00.0","","","","","","","","96"
"37004","ГЕЛЕНДЖИК","44.58","38.01","2023-02-22 08:00:00","364.0","-10.0","","","","","","","","2023-02-22 05:35:00.0","","","","","","","","97"
"37004","ГЕЛЕНДЖИК","44.58","38.01","2023-02-21 08:00:00","374.0","9.0","","","","","","","","2023-02-21 04:07:00.0","","","","","","","","98"
"37004","ГЕЛЕНДЖИК","44.58","38.01","2023-02-19 08:00:00","365.0","-6.0","","","","","","","","2023-02-20 04:04:00.0","","","","","","","","99"
"37004","ГЕЛЕНДЖИК","44.58","38.01","2023-02-20 08:00:00","365.0","0.0","","","","37","","","1","2023-02-20 04:04:00.0","","","","","","","","100"
"37004","ГЕЛЕНДЖИК","44.58","38.01","2023-02-20 08:00:00","365.0","0.0","","","","37","","","4","2023-02-20 04:00:00.0","","","","","","","","101"
"37004","ГЕЛЕНДЖИК","44.58","38.01","2023-02-21 08:00:00","374.0","9.0","","","","","","","","2023-02-21 05:40:00.0","","","","","","","","102"
"37004","ГЕЛЕНДЖИК","44.58","38.01","2023-02-19 08:00:00","365.0","-6.0","","","","","","","","2023-02-19 05:10:00.0","","","","","","","","103"
"83161","АРМАВИР (ГП ПРИ АРМАВИР Г)","45.0","41.15","2023-02-24 08:00:00","270.0","-1.0","272.0","1.2","-5.0","","","","","2023-02-24 06:00:00.0","","","","","","","","104"
"83486","УРУП","43.87","41.15","2023-02-24 08:00:00","190.0","1.0","189.0","0.3","-13.0","","","","","2023-02-24 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100271","Р.УРУП","","105"
"83486","УРУП","43.87","41.15","2023-02-25 08:00:00","190.0","0.0","189.0","0.3","-8.0","","","","","2023-02-25 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100271","Р.УРУП","","106"
"83486","УРУП","43.87","41.15","2023-02-22 08:00:00","189.0","1.0","188.0","0.3","0.0","","","","","2023-02-22 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100271","Р.УРУП","","107"
"83486","УРУП","43.87","41.15","2023-02-23 08:00:00","189.0","0.0","188.0","0.3","-3.0","","","","","2023-02-23 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100271","Р.УРУП","","108"
"83486","УРУП","43.87","41.15","2023-02-21 08:00:00","188.0","1.0","188.0","0.3","-6.0","","","","","2023-02-21 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100271","Р.УРУП","","109"
"83486","УРУП","43.87","41.15","2023-02-20 08:00:00","187.0","0.0","187.0","0.3","-1.0","","","","","2023-02-20 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100271","Р.УРУП","","110"
"83486","УРУП","43.87","41.15","2023-02-19 08:00:00","187.0","0.0","187.0","0.3","-1.0","","","","","2023-02-19 06:00:00.0","53","ГП","34","СЕВЕРО-КАВКАЗСКОЕ УГМС","108100271","Р.УРУП","","111"
"76918","ВЕРХНЕЧУСОВСКИЕ ГОРОДКИ","58.16","57.15","2023-02-24 08:00:00","333.0","0.0","333.0","","","","0","0","","2023-02-24 03:00:00.0","","","","","","","","112"
"76918","ВЕРХНЕЧУСОВСКИЕ ГОРОДКИ","58.16","57.15","2023-02-24 08:00:00","333.0","0.0","333.0","","","","0","0","","2023-02-23 03:00:00.0","","","","","","","","113"
"76918","ВЕРХНЕЧУСОВСКИЕ ГОРОДКИ","58.16","57.15","2023-02-23 08:00:00","333.0","-9.0","335.0","","","","0","0","","2023-02-24 03:00:00.0","","","","","","","","114"
"76918","ВЕРХНЕЧУСОВСКИЕ ГОРОДКИ","58.16","57.15","2023-02-25 08:00:00","331.0","-2.0","332.0","","","","0","0","","2023-02-25 03:00:00.0","","","","","","","","115"
"76918","ВЕРХНЕЧУСОВСКИЕ ГОРОДКИ","58.16","57.15","2023-02-23 08:00:00","333.0","-9.0","335.0","","","","0","0","","2023-02-23 03:00:00.0","","","","","","","","116"
