,NSE,KGE,r,alpha,beta,RMSE,delta
72739,0.5864488780498505,0.568916384578684,0.7756942,1.3374567,1.1471155,1.146421,-27.932411
72748,0.5511865317821503,0.5927341108347408,0.74711853,1.309335,1.0789198,0.8063068,-20.408323
72752,0.15858995914459229,-0.1304871521151023,0.45889872,1.8563412,1.5018867,1.0361098,-26.387928
72753,0.43452584743499756,0.4096695219110794,0.6696006,1.4692819,1.1382056,0.3545767,-71.93647
72760,0.5882272720336914,0.42717425162611655,0.7799384,1.5235507,1.074812,0.44411975,-19.916502
72761,0.34991276264190674,-0.34591509835352596,0.6345504,2.2766886,1.2190897,0.930116,-75.03701
73110,0.45588743686676025,0.7096386325461262,0.81996703,0.7945729,0.9015238,0.28893024,-20.102293
74425,-0.33602654933929443,0.3559383482281643,0.68599516,0.83094263,0.46368295,0.4106078,-307.54468
74438,0.4588332772254944,0.49628548950693174,0.7632219,1.3725817,0.75741535,0.32789367,-71.53295
75006,-1.5859439373016357,0.31101569237221427,0.57411283,0.5712485,0.6691048,0.7469341,-64.01626
75033,0.4752742648124695,0.4621553592689658,0.68945193,1.4390767,1.0069599,0.3759877,-10.790072
75074,0.5417972803115845,0.19239271490159549,0.76357716,1.7708938,0.95465136,0.29111096,-26.55777
75079,0.5356515049934387,-0.06337826554001014,0.8628234,1.9750503,1.401538,0.4030876,12.002072
75106,0.622992217540741,0.7079906922642043,0.79351866,1.1763828,0.89265007,0.67693794,-99.04756
75108,0.262337327003479,-0.12735267169041276,0.63310885,1.7539476,1.7535768,0.7237938,21.263844
75110,0.3843463063240051,0.11053674929225332,0.67216235,1.4338487,1.7038769,1.3424803,-7.5572314
75121,0.12707549333572388,-1.3451106746066195,0.5017622,3.0746894,1.9731224,1.4232763,-175.59653
75202,0.08222383260726929,0.136722802654914,0.6016159,1.2685902,1.7172147,1.0548418,29.580072
75203,0.6454537510871887,0.257705936067151,0.87173045,1.6482005,1.3382063,0.72675836,8.213908
75208,0.7127227485179901,0.8325939245069058,0.8510772,1.0604936,0.9532312,0.40388682,-25.449646
75209,0.5545531809329987,0.7596568561082061,0.83421457,0.82656175,0.9858865,0.63809526,-20.815239
75210,0.5489200949668884,0.21796493803150596,0.8122825,1.6623565,1.3709782,0.89136314,12.595364
75217,0.1797938346862793,-1.0167041160839485,0.48221335,2.8257709,1.6823146,1.764649,-15.717042
75219,0.6212250888347626,0.4901908470579339,0.8079111,1.3699043,1.293561,0.69682276,6.7617536
75222,0.5312670767307281,0.36594022607832366,0.77993923,1.2481868,1.540378,0.5903726,20.328518
75225,0.6566081047058105,0.5312517740481699,0.8876487,1.3204099,1.3231711,0.22629145,19.26315
75227,0.4060057997703552,0.6036059844779571,0.67346656,1.1752931,1.1406288,0.63019735,-5.904692
75235,0.4376494884490967,0.38761706773334037,0.711329,1.4895414,1.2281033,0.2888052,8.847467
75236,0.4194720387458801,0.2708683514276775,0.6565269,1.5924845,1.2502426,1.2806011,-28.347795
75238,0.18791991472244263,-0.6931536783241512,0.47106647,2.4662635,1.6611127,2.1819105,-12.59493
75254,0.5811502635478973,0.272014328787922,0.81279314,1.6046727,1.359566,0.6183699,7.4017296
75257,0.67439004778862,0.6429929508369943,0.8283529,1.2829233,1.1339616,0.47314936,-2.0262735
75259,0.3600109815597534,-0.12225725426507106,0.67657614,1.8106943,1.7054311,1.2078254,24.062538
75266,0.21355724334716797,0.5819881798186131,0.5920662,1.0422713,0.9191479,0.67822814,-52.92205
75273,0.3801259994506836,0.22045071751306367,0.6987401,1.4215043,1.5824721,0.6235044,21.91986
75274,0.40959715843200684,0.41393187378343466,0.7243073,1.2631911,1.4451964,0.45891497,25.916748
75280,0.6757695376873016,0.7143788758396787,0.8398403,1.1026874,1.2130343,0.40778756,16.564419
75286,0.6771646738052368,0.6034412418284709,0.8352165,1.2937605,1.2093084,0.72105104,-6.9849153
75289,0.627498060464859,0.23860801517798247,0.84368896,1.5164685,1.5371637,0.9032241,31.542223
75290,0.6527234613895416,0.1549100143912444,0.88665974,1.6441209,1.5352002,0.9010005,15.891492
75291,0.6043864488601685,0.17586013844418125,0.83910257,1.628503,1.5082347,0.96104324,1.0965673
75296,0.7551649361848831,0.745929865386767,0.8747791,1.1306592,1.1783242,0.5472125,-215.8808
75297,-1.673363447189331,0.22631701920994585,0.43821046,0.5931183,1.3426735,0.4105723,28.082716
75299,0.45048850774765015,0.1162110370577597,0.69110626,1.8228272,1.0928599,0.37034917,-7.851699
75300,0.3650032877922058,0.4479990252260997,0.61741185,1.3907505,0.92486405,0.36823767,-22.844944
75301,-0.007040739059448242,0.5505465739718636,0.5689491,0.8743739,1.0205327,0.4900651,6.1766777
75303,0.0766872763633728,0.5133025547579093,0.5329641,1.0225121,0.8649256,0.703314,-18.131838
75359,-1.8193209171295166,0.4573519772914397,0.6876346,0.6736452,0.69935524,0.12616615,-46.088306
75361,-0.5640991926193237,0.19230030381745722,0.19977386,1.0475823,1.0987566,0.21336363,-39.236046
75367,0.18387675285339355,0.518352947125742,0.5432709,1.1478115,1.0391682,0.14399838,-5.105575
75382,0.18464195728302002,0.3178148666273013,0.55750906,1.3854198,0.6521065,0.42068565,-94.66995
75387,-5.971302032470703,-0.04194114733253507,0.33193752,0.68425596,0.26539835,0.26625106,-440.17673
75388,0.16491234302520752,0.24003242715441497,0.4747899,1.5021046,0.77729845,0.47787073,-53.559734
75389,0.209064781665802,0.3881769408387492,0.5743622,1.3280221,0.70749116,0.45016292,-69.22996
75394,0.06744259595870972,0.5767380691195347,0.5963856,0.89440185,1.07138,0.09267251,4.0984597
75402,0.08917826414108276,-0.1520231156398717,0.34794438,1.9476207,0.9367889,0.42092377,-35.9259
75427,0.5944558680057526,0.5487165908305447,0.78569955,1.3765979,0.87388074,0.32928142,-46.124058
75428,0.19873058795928955,-1.2181278692333701,0.48502016,3.1462355,1.2203641,1.1316116,-14.502593
75453,0.4395676851272583,0.40368306537509324,0.6686848,1.4849703,0.89690834,0.30225316,-22.405848
75463,-0.3207303285598755,0.4771063765973047,0.5474015,0.7535878,0.9113809,0.22628716,-11.070616
75491,0.4194675087928772,0.6402314765315822,0.88334835,0.68498486,0.871193,0.18548706,-18.394316
75497,-0.13173842430114746,0.4687859311745197,0.60514283,0.9587221,0.64705193,0.17683874,-71.36291
75503,0.4092416763305664,0.38304206886490766,0.73358655,1.3898929,0.60295534,0.28281003,-187.93121
75518,0.3027743101119995,0.693540590493779,0.74472404,0.8783879,0.88183886,0.07042173,-18.150923
75520,-0.34451234340667725,0.3523491566019419,0.6152702,0.9140806,1.5138603,0.16092184,34.015503
75527,0.01101529598236084,-0.320225316082678,0.31559858,2.0408432,1.4373041,0.3641466,18.127277
75540,-1.8754074573516846,0.21543994475841177,0.68960315,0.55857897,0.43049517,0.32332018,-178.69589
75543,-0.8236300945281982,0.4543918895954723,0.5922437,0.6473577,1.0840619,0.06422141,7.6264668
75547,-2.031557083129883,0.005855931926741165,0.423946,1.4748018,1.6565421,0.31364006,36.498337
75552,0.7946762591600418,0.5487774076946137,0.9218186,1.4427834,0.96215296,0.12079225,-14.43488
75553,0.7621151953935623,0.7486246992037416,0.9089906,1.1759871,0.8452894,0.12142869,-26.866325
75561,0.3027139902114868,-0.1266894639341627,0.6250909,2.0105085,1.328245,0.48293254,16.835287
75573,0.6352575123310089,0.7333173338365988,0.80450046,1.1566482,0.9085619,0.20526482,-30.708014
75576,0.7218805551528931,0.5645411773646617,0.8665032,1.4013791,1.1034302,0.27146673,-3.3797972
75607,0.28441286087036133,0.5262950005111979,0.68906623,1.0390981,0.64477056,0.48594525,-74.304855
75608,0.5296803712844849,0.7196186908070832,0.77350706,1.0191132,0.83583754,0.33176053,-32.152184
75615,0.22418588399887085,0.6397923076241849,0.6781615,0.87370837,0.89890605,0.23802754,-17.59781
75624,-1.1592512130737305,0.30815919068938613,0.39502865,0.6965066,0.85666424,0.10259628,-21.467884
75631,-4.645066261291504,0.23844831858700266,0.60458946,0.35374776,0.9227374,0.19412498,-5.887657
75643,-0.686038613319397,0.4740460489517099,0.8046281,0.51503956,0.9428096,0.071673505,-3.3762505
75645,-0.14822840690612793,0.3214265936852877,0.52879506,1.074913,0.5174901,0.25837052,-140.5176
75648,-0.48772096633911133,0.41207743816515363,0.45761243,0.77370834,0.98385245,0.5492033,-24.867926
75656,-0.1981046199798584,0.3485244894801198,0.68649405,0.7352323,0.49400353,0.3842266,-336.94556
75658,-1.9919490814208984,0.2922169316194585,0.52771163,0.50042737,1.1683085,0.26048967,17.79302
75664,0.6976437568664551,0.3635891141612744,0.8763277,1.6178008,1.0897001,0.2530789,-5.3040338
75674,0.6654252111911774,0.1015397449096328,0.90317243,1.7626253,1.4650353,0.8756235,-20.211643
75676,0.7569702714681625,0.8250826623229055,0.8755237,1.0669591,1.1030446,0.45050517,-18.62399
